Book_ID,Issued,Title,Authors,Genres
2315,2000-09-01,The Flag-Raising,"Wiggin, Kate Douglas Smith, 1856-1923",Children's Literature
2316,2000-09-01,The Choir Invisible,"Allen, James Lane, 1849-1925","Bestsellers, American, 1895-1923"
2323,2000-09-01,Recollections and Letters of General Robert E. Lee,"Lee, Robert E. (Robert Edward), 1843-1914; Lee, Robert E. (Robert Edward), 1807-1870 [Contributor]",US Civil War
2330,2006-03-26,Religions of Ancient China,"Giles, Herbert Allen, 1845-1935",Paganism
2334,2000-09-01,The Works of Rudyard Kipling: One Volume Edition,"Kipling, Rudyard, 1865-1936",Scouts
2343,2000-10-01,The Adventure of Wisteria Lodge,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2344,2000-10-01,The Adventure of the Cardboard Box,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2345,2000-10-01,The Adventure of the Red Circle,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2346,2000-10-01,The Adventure of the Bruce-Partington Plans,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2347,2000-10-01,The Adventure of the Dying Detective,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2348,2000-10-01,The Disappearance of Lady Frances Carfax,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2349,2000-10-01,The Adventure of the Devil's Foot,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2350,2000-10-01,His Last Bow: An Epilogue of Sherlock Holmes,"Doyle, Arthur Conan, 1859-1930",Detective Fiction
2359,2006-03-26,Stories By English Authors: France (Selected by Scribners),"Collins, Wilkie, 1824-1889 [Contributor]; Ouida, 1839-1908 [Contributor]; Stevenson, Robert Louis, 1850-1894 [Contributor]; Stretton, Hesba, 1832-1911 [Contributor]; Weyman, Stanley John, 1855-1928 [Contributor]",Short Stories
2376,2000-10-01,Up from Slavery: An Autobiography,"Washington, Booker T., 1856-1915",African American Writers; Slavery
2383,2000-11-01,"The Canterbury Tales, and Other Poems","Chaucer, Geoffrey, 1343?-1400; Purves, David Laing, 1838-1873 [Editor]",Best Books Ever Listings
2384,2000-11-01,The Deliverance: A Romance of the Virginia Tobacco Fields,"Glasgow, Ellen Anderson Gholson, 1873-1945","Bestsellers, American, 1895-1923"
2386,2000-11-01,Theodore Roosevelt: An Intimate Biography,"Thayer, William Roscoe, 1859-1923","Bestsellers, American, 1895-1923"
2388,2000-11-01,"The Song Celestial; Or, Bhagavad-Gîtâ (from the Mahâbhârata)Being a discourse between Arjuna, Prince of India, and the Supreme Being under the form of Krishna","Arnold, Edwin, Sir, 1832-1904 [Translator]",Harvard Classics; Hinduism
2391,2000-11-01,Bruce,"Terhune, Albert Payson, 1872-1942",Animals-Domestic
2392,2000-11-01,Further Adventures of Lad,"Terhune, Albert Payson, 1872-1942",Animals-Domestic
2393,2000-11-01,His Dog,"Terhune, Albert Payson, 1872-1942",Animals-Domestic
2396,2000-11-01,History of the Catholic Church from the Renaissance to the French Revolution — Volume 1,"MacCaffrey, James, 1875-1935",Christianity
2400,2000-11-01,"Vikram and the Vampire: Classic Hindu Tales of Adventure, Magic, and Romance","Burton, Richard Francis, Sir, 1821-1890; Burton, Isabel, Lady, 1831-1896 [Editor]",India
2412,2000-11-01,The Categories,"Aristotle, 384 BCE-322 BCE; Edghill, E. M. [Translator]",Classical Antiquity; Philosophy
2413,2006-02-26,Madame Bovary,"Flaubert, Gustave, 1821-1880; Aveling, Eleanor Marx, 1855-1898 [Translator]",Best Books Ever Listings; Banned Books from Anne Haight's list
2414,2000-11-01,Cliges: A Romance,"Chrétien, de Troyes, active 12th century; Gardiner, Laetitia Jane [Translator]",Fantasy
2421,2000-12-01,The Beggar's Opera,"Gay, John, 1685-1732",Opera
2432,2000-12-01,Barchester Towers,"Trollope, Anthony, 1815-1882",Best Books Ever Listings
2434,2000-12-01,New Atlantis,"Bacon, Francis, 1561-1626",Harvard Classics
2435,2000-12-01,The Crimson Fairy Book,"Lang, Andrew, 1844-1912",Children's Literature
2439,2008-06-26,"The History of England, from the Accession of James II — Volume 2","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",United Kingdom
2441,2000-12-01,The Burgess Animal Book for Children,"Burgess, Thornton W. (Thornton Waldo), 1874-1965",Children's Instructional Books
2442,2000-12-01,"History of the Impeachment of Andrew Johnson, President of the United States, by the House of Representatives, and his trial by the Senate for high crimes and misdemeanors in office, 1868","Ross, Edmund G. (Edmund Gibson), 1826-1907",Crime Nonfiction
2443,2000-12-01,"The Story of the Mormons, from the Date of Their Origin to the Year 1901","Linn, William Alexander, 1846-1917",Latter Day Saints
2445,2000-12-01,Letters on England,"Voltaire, 1694-1778; Morley, Henry, 1822-1894 [Editor]",Harvard Classics; United Kingdom
2447,2000-12-01,Eminent Victorians,"Strachey, Lytton, 1880-1932",Biographies
2449,2000-12-01,The Common Law,"Holmes, Oliver Wendell, 1841-1935",United States Law
2451,2006-03-31,Caught in the Net,"Gaboriau, Emile, 1832-1873",Detective Fiction
2455,2001-01-01,History of the Catholic Church from the Renaissance to the French Revolution — Volume 2,"MacCaffrey, James, 1875-1935",Christianity
2458,2001-01-01,"Sermons on the Card, and Other Discourses","Latimer, Hugh, 1485?-1555; Morley, Henry, 1822-1894 [Editor]",Christianity
2465,2006-03-28,Carmen,"Mérimée, Prosper, 1803-1870; Loyd, Mary, Lady, 1853-1936 [Translator]",Opera
2484,2001-01-01,"The Boys' and Girls' PlutarchBeing Parts of the ""Lives"" of Plutarch, Edited for Boys and Girls","Plutarch, 46-120?; White, John S. (John Stuart), 1847-1922 [Editor]",Harvard Classics
2485,2001-01-01,The Movements and Habits of Climbing Plants,"Darwin, Charles, 1809-1882",Botany
2488,2001-01-01,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,"Verne, Jules, 1828-1905; Winter, Milo, 1888-1956 [Illustrator]; Walter, Frederick Paul, 1943- [Translator]",Movie Books; Science Fiction
2489,2001-01-01,"Moby Dick; Or, The Whale","Melville, Herman, 1819-1891",Best Books Ever Listings
2490,2001-01-01,Lamia,"Keats, John, 1795-1821",Poetry
2493,2001-02-01,The Adventures of Paddy the Beaver,"Burgess, Thornton W. (Thornton Waldo), 1874-1965",Children's Literature
2502,2001-02-01,"Chitra, a Play in One Act","Tagore, Rabindranath, 1861-1941",One Act Plays
2503,2001-02-01,Myths and Legends of California and the Old Southwest,"Judson, Katharine Berry, 1866-1929 [Editor]",Folklore; Native America
2509,2001-02-01,The Lani People,"Bone, Jesse F. (Jesse Franklin), 1916-2006",Science Fiction
2511,2006-05-18,"The History of Henry Esmond, Esq., a Colonel in the Service of Her Majesty Queen Anne","Thackeray, William Makepeace, 1811-1863",Historical Fiction
2514,2001-02-01,T. Tembarom,"Burnett, Frances Hodgson, 1849-1924","Bestsellers, American, 1895-1923"
2516,2001-02-01,Redgauntlet: A Tale of the Eighteenth Century,"Scott, Walter, 1771-1832",Historical Fiction
2520,2001-02-01,The Man,"Stoker, Bram, 1847-1912",Horror
2526,2001-02-01,The Yoga Sutras of Patanjali: The Book of the Spiritual Man,"Patañjali; Johnston, Charles, 1867-1931 [Editor]",Hinduism
2527,2001-02-01,The Sorrows of Young Werther,"Goethe, Johann Wolfgang von, 1749-1832; Boylan, R. Dillon [Translator]",Opera; Harvard Classics; Banned Books from Anne Haight's list
2529,2001-02-01,The Analysis of Mind,"Russell, Bertrand, 1872-1970",Philosophy
2542,2001-03-01,A Doll's House : a play,"Ibsen, Henrik, 1828-1906",Best Books Ever Listings
2543,2006-04-04,Polyeucte,"Corneille, Pierre, 1606-1684; Constable, Thomas, 1812-1881 [Translator]",Harvard Classics
2546,2001-03-01,"Hopalong Cassidy's Rustler Round-Up; Or, Bar-20","Mulford, Clarence Edward, 1883-1956",Western
2554,2006-03-28,Crime and Punishment,"Dostoyevsky, Fyodor, 1821-1881; Garnett, Constance, 1861-1946 [Translator]",Best Books Ever Listings; Crime Fiction; Harvard Classics
2557,2001-03-01,Old Mother West Wind,"Burgess, Thornton W. (Thornton Waldo), 1874-1965",Children's Book Series; Children's Literature
2562,2001-03-01,The Clouds,"Aristophanes, 446? BCE-385? BCE; Hickie, W. J. [Translator]",Classical Antiquity; Banned Books from Anne Haight's list
2563,2001-03-01,Memoirs of the Comtesse Du BarryWith Minute Details of Her Entire Career as Favorite of Louis XV,"Lamothe-Langon, Etienne-Léon, baron de, 1786-1864",Biographies
2565,2001-03-01,The Story of the Glittering PlainWhich Has Been Also Called the Land of Living Men or the Acre of the Undying,"Morris, William, 1834-1896",Fantasy
2568,2001-03-01,Trent's Last Case,"Bentley, E. C. (Edmund Clerihew), 1875-1956",Detective Fiction
2569,2001-03-01,The Day's Work,"Kipling, Rudyard, 1865-1936","Bestsellers, American, 1895-1923"
2571,2001-04-01,Peace,"Aristophanes, 446? BCE-385? BCE",Classical Antiquity; One Act Plays
2573,2001-04-01,The Caged Lion,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",Historical Fiction
2583,2001-04-01,"The Value of Zeta(3) to 1,000,000 places","Plouffe, Simon, 1956- [Editor]",Mathematics
2584,2001-04-01,The First 1000 Euler Numbers,"Plouffe, Simon, 1956- [Editor]",Mathematics
2585,2001-04-01,The First 1001 Fibonacci Numbers,"Plouffe, Simon, 1956- [Editor]",Mathematics
2586,2001-04-01,The First 498 Bernoulli Numbers,"Plouffe, Simon, 1956- [Editor]",Mathematics
2587,2006-03-31,Life Is a Dream,"Calderón de la Barca, Pedro, 1600-1681; FitzGerald, Edward, 1809-1883 [Translator]",Harvard Classics
2588,2006-04-04,Stories by English Authors: Scotland (Selected by Scribners),"Aytoun, William Edmondstoune, 1813-1865 [Contributor]; Barrie, J. M. (James Matthew), 1860-1937 [Contributor]; Crockett, S. R. (Samuel Rutherford), 1860-1914 [Contributor]; Maclaren, Ian, 1850-1907 [Contributor]; Scott, Walter, 1771-1832 [Contributor]; Stevenson, Robert Louis, 1850-1894 [Contributor]",Short Stories
2590,2001-04-01,Guy Mannering,"Scott, Walter, 1771-1832",Harvard Classics; Historical Fiction
2600,2001-04-01,War and Peace,"Tolstoy, Leo, graf, 1828-1910; Maude, Aylmer, 1858-1938 [Translator]; Maude, Louise, 1855-1939 [Translator]",Napoleonic; Opera; Historical Fiction; Best Books Ever Listings; Movie Books
2607,2001-04-01,"Psmith, Journalist","Wodehouse, P. G. (Pelham Grenville), 1881-1975",Humor
2609,2001-04-01,The Vicomte De Bragelonne,"Dumas, Alexandre, 1802-1870",Adventure; Historical Fiction; Movie Books
2610,2001-04-01,Notre-Dame de Paris,"Hugo, Victor, 1802-1885; Hapgood, Isabel Florence, 1850-1928 [Translator]",Harvard Classics; Movie Books; Banned Books from Anne Haight's list
2612,2008-06-26,"The History of England, from the Accession of James II — Volume 3","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",United Kingdom
2613,2008-06-26,"The History of England, from the Accession of James II — Volume 4","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",United Kingdom
2614,2008-06-26,"The History of England, from the Accession of James II — Volume 5","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",United Kingdom
2616,2004-06-01,Memoirs of General William T. Sherman — Volume 1,"Sherman, William T. (William Tecumseh), 1820-1891",US Civil War
2617,2004-06-01,Memoirs of General William T. Sherman — Volume 2,"Sherman, William T. (William Tecumseh), 1820-1891",US Civil War
2618,2001-05-01,A House-Boat on the Styx,"Bangs, John Kendrick, 1862-1922","Humor; Bestsellers, American, 1895-1923"
2629,2001-05-01,"Lectures on EvolutionEssay #3 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry, 1825-1895",Biology
2634,2001-05-01,"The Evolution of Theology: an Anthropological StudyEssay #8 from ""Science and Hebrew Tradition""","Huxley, Thomas Henry, 1825-1895",Anthropology
2638,2001-05-01,The Idiot,"Dostoyevsky, Fyodor, 1821-1881; Martin, Eva (Translator) [Translator]",Best Books Ever Listings
2641,2001-05-01,A Room with a View,"Forster, E. M. (Edward Morgan), 1879-1970",Italy
2645,2006-05-22,The Second Funeral of Napoleon,"Thackeray, William Makepeace, 1811-1863",Napoleonic
2649,2001-05-01,Captains of the Civil War: A Chronicle of the Blue and the Gray,"Wood, William, 1864-1947",Children's History; United States; US Civil War
2651,2005-03-27,"Personal Memoirs of P. H. Sheridan, General, United States Army — Volume 1","Sheridan, Philip Henry, 1831-1888",US Civil War
2652,2004-06-01,"Personal Memoirs of P. H. Sheridan, General, United States Army — Volume 2","Sheridan, Philip Henry, 1831-1888",US Civil War
2653,2004-09-30,The Papers and Writings of Abraham Lincoln — Volume 1: 1832-1843,"Lincoln, Abraham, 1809-1865; Choate, Joseph Hodges, 1832-1917 [Contributor]; Roosevelt, Theodore, 1858-1919 [Contributor]; Schurz, Carl, 1829-1906 [Contributor]; Lapsley, Arthur Brooks [Editor]",US Civil War
2654,2004-09-30,The Papers and Writings of Abraham Lincoln — Volume 2: 1843-1858,"Lincoln, Abraham, 1809-1865; Lapsley, Arthur Brooks [Editor]",US Civil War
2655,2004-09-30,The Papers and Writings of Abraham Lincoln — Volume 3: The Lincoln-Douglas Debates,"Lincoln, Abraham, 1809-1865; Lapsley, Arthur Brooks [Editor]",US Civil War
2656,2004-09-30,The Papers and Writings of Abraham Lincoln — Volume 4: The Lincoln-Douglas Debates,"Lincoln, Abraham, 1809-1865; Lapsley, Arthur Brooks [Editor]",US Civil War
2657,2004-09-30,The Papers and Writings of Abraham Lincoln — Volume 5: 1858-1862,"Lincoln, Abraham, 1809-1865; Lapsley, Arthur Brooks [Editor]",US Civil War
2658,2004-09-30,The Papers and Writings of Abraham Lincoln — Volume 6: 1862-1863,"Lincoln, Abraham, 1809-1865; Lapsley, Arthur Brooks [Editor]",US Civil War
2659,2004-09-30,The Papers and Writings of Abraham Lincoln — Volume 7: 1863-1865,"Lincoln, Abraham, 1809-1865; Lapsley, Arthur Brooks [Editor]",US Civil War
2660,2001-06-01,"Early Australian Voyages: Pelsart, Tasman, Dampier","Pinkerton, John, 1758-1826; Morley, Henry, 1822-1894 [Editor]",Australia
2663,2001-06-01,Minna Von Barnhelm,"Lessing, Gotthold Ephraim, 1729-1781; Bell, Ernest, 1851-1933 [Translator]",Harvard Classics
2670,2001-06-01,Love-Songs of Childhood,"Field, Eugene, 1850-1895",Poetry
2680,2001-06-01,Meditations,"Marcus Aurelius, Emperor of Rome, 121-180",Harvard Classics
2681,2001-06-01,Ten Years Later,"Dumas, Alexandre, 1802-1870",Movie Books; Adventure
2688,2001-06-01,The Clue of the Twisted Candle,"Wallace, Edgar, 1875-1932",Detective Fiction
2691,2001-07-01,"Nan Sherwood at Pine Camp; Or, The Old Lumberman's Secret","Carr, Annie Roe",Children's Book Series
2701,2001-07-01,"Moby Dick; Or, The Whale","Melville, Herman, 1819-1891",Best Books Ever Listings
2704,2001-07-01,Washington and His Comrades in Arms: A Chronicle of the War of Independence,"Wrong, George McKinnon, 1860-1948; Johnson, Allen, 1870-1931 [Editor]",Children's History; United States
2710,2001-07-01,Louise de la Valliere,"Dumas, Alexandre, 1802-1870",Movie Books; Adventure
2713,2006-03-31,"Maiwa's Revenge; Or, The War of the Little Hand","Haggard, H. Rider (Henry Rider), 1856-1925",Adventure
2726,2001-07-01,Eight Cousins,"Alcott, Louisa May, 1832-1888",Children's Literature
2727,2006-03-28,Allan's Wife,"Haggard, H. Rider (Henry Rider), 1856-1925",Movie Books; Adventure
2728,2006-04-04,Hunter Quatermain's Story,"Haggard, H. Rider (Henry Rider), 1856-1925",Movie Books; Adventure
2731,2006-05-25,The Christmas Books of Mr. M.A. Titmarsh,"Thackeray, William Makepeace, 1811-1863",Christmas
2735,2001-07-01,The Golden Dog,"Kirby, William, 1817-1906",Canada
2736,2006-03-28,The Champdoce Mystery,"Gaboriau, Emile, 1832-1873",Detective Fiction
2742,2006-02-28,CenciCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2743,2004-09-22,Massacres of the South (1551-1815)Celebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2744,2004-09-22,Mary StuartCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2745,2004-09-22,Karl Ludwig SandCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2746,2004-09-22,Urbain GrandierCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2747,2004-09-22,NisidaCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2748,2004-09-22,DeruesCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2749,2004-09-22,La ConstantinCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2750,2006-02-28,Joan of NaplesCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2752,2004-09-22,Martin GuerreCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2753,2006-02-28,Ali PachaCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2754,2006-02-28,The Countess of Saint GeranCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2755,2004-09-22,MuratCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction; Napoleonic
2756,2004-09-22,Marquise BrinvillierCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2757,2004-09-22,VaninkaCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2758,2004-09-22,Marquise De GangesCelebrated Crimes,"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2759,2001-08-01,The Man in the Iron Mask,"Dumas, Alexandre, 1802-1870",Movie Books; Adventure
2760,2004-09-22,Celebrated Crimes (Complete),"Dumas, Alexandre, 1802-1870",Crime Nonfiction
2761,2006-03-28,"Benita, an African romance","Haggard, H. Rider (Henry Rider), 1856-1925",Africa
2766,2001-08-01,The Red Acorn,"McElroy, John, 1846-1929",US Civil War
2770,2001-08-01,Five Little Peppers and How They Grew,"Sidney, Margaret, 1844-1924",Children's Book Series; Children's Literature
